block_number,address,is_erc20,is_erc721,code,artistic_score,artistic_reason
54593,0x98f47873a6b1558ec558f1ba3bc2546966d7e0ba,FALSE,FALSE,"contract FirstCoin {\n    mapping (address => uint) public coinBalanceOf;\n\n    event CoinTransfer(address sender, address receiver, uint amount);\n\n    function FirstCoin(uint supply) {\n        coinBalanceOf[msg.sender] = 1000000;\n    }\n\n    function sendCoin(address receiver, uint amount) returns(bool sufficient) {\n        if (coinBalanceOf[msg.sender] < amount) {\n            return false;\n        }\n        coinBalanceOf[msg.sender] -= amount;\n        coinBalanceOf[receiver] += amount;\n        CoinTransfer(msg.sender, receiver, amount);\n        return true;\n    } \n}",1,
55759,0x173926d7ecf7b3508ba7759c2ee536412c53eeec,FALSE,FALSE,"contract FirstCoin {\n    mapping (address => uint) public coinBalanceOf;\n\n    event CoinTransfer(address sender, address receiver, uint amount);\n\n    function FirstCoin(uint supply) {\n        coinBalanceOf[msg.sender] = 1000000;\n    }\n\n    function sendCoin(address receiver, uint amount) returns(bool sufficient) {\n        if (coinBalanceOf[msg.sender] < amount) {\n            return false;\n        }\n        coinBalanceOf[msg.sender] -= amount;\n        coinBalanceOf[receiver] += amount;\n        CoinTransfer(msg.sender, receiver, amount);\n        return true;\n    } \n}",1,
55901,0x634f33e4100880a89d1f3b74b906a49923fc38eb,FALSE,FALSE,"contract FirstCoin {\n    mapping (address => uint) public coinBalanceOf;\n\n    event CoinTransfer(address sender, address receiver, uint amount);\n\n    function FirstCoin(uint supply) {\n        coinBalanceOf[msg.sender] = 1000000;\n    }\n\n    function sendCoin(address receiver, uint amount) returns(bool sufficient) {\n        if (coinBalanceOf[msg.sender] < amount) {\n            return false;\n        }\n        coinBalanceOf[msg.sender] -= amount;\n        coinBalanceOf[receiver] += amount;\n        CoinTransfer(msg.sender, receiver, amount);\n        return true;\n    } \n}",1,
55962,0xdbb576b5b0e7bf0570a981aab3ad39a0c5f19eb1,FALSE,FALSE,"contract FirstCoin {\n    mapping (address => uint) public coinBalanceOf;\n\n    event CoinTransfer(address sender, address receiver, uint amount);\n\n    function FirstCoin(uint supply) {\n        coinBalanceOf[msg.sender] = 1000000;\n    }\n\n    function sendCoin(address receiver, uint amount) returns(bool sufficient) {\n        if (coinBalanceOf[msg.sender] < amount) {\n            return false;\n        }\n        coinBalanceOf[msg.sender] -= amount;\n        coinBalanceOf[receiver] += amount;\n        CoinTransfer(msg.sender, receiver, amount);\n        return true;\n    } \n}",1,
56258,0xb49180d443dc4ca6028de0031ac09337891fd8ce,FALSE,FALSE,"contract FirstCoin {\n    mapping (address => uint) public coinBalanceOf;\n\n    event CoinTransfer(address sender, address receiver, uint amount);\n\n    function FirstCoin(uint supply) {\n        coinBalanceOf[msg.sender] = 1000000;\n    }\n\n    function sendCoin(address receiver, uint amount) returns(bool sufficient) {\n        if (coinBalanceOf[msg.sender] < amount) {\n            return false;\n        }\n        coinBalanceOf[msg.sender] -= amount;\n        coinBalanceOf[receiver] += amount;\n        CoinTransfer(msg.sender, receiver, amount);\n        return true;\n    } \n}",1,
63331,0x2272d8d4dec7df90a36f03eff778decc6918f1a9,FALSE,FALSE,"contract NameRegister {\n  function addr(bytes32 _name) constant returns (address o_owner) {}\n  function name(address _owner) constant returns (bytes32 o_name) {}\n}\ncontract Registrar is NameRegister {\n  event Changed(bytes32 indexed name);\n  event PrimaryChanged(bytes32 indexed name, address indexed addr);\n  function owner(bytes32 _name) constant returns (address o_owner) {}\n  function addr(bytes32 _name) constant returns (address o_address) {}\n  function subRegistrar(bytes32 _name) constant returns (address o_subRegistrar) {}\n  function content(bytes32 _name) constant returns (bytes32 o_content) {}\n  function name(address _owner) constant returns (bytes32 o_name) {}\n}\n\ncontract GlobalRegistrar is Registrar {\n  struct Record {\n    address owner;\n    address primary;\n    address subRegistrar;\n    bytes32 content;\n    uint value;\n    uint renewalDate;\n  }\n  function Registrar() {\n    // TODO: Populate with hall-of-fame.\n  }\n  function reserve(bytes32 _name) {\n    // Don't allow the same name to be overwritten.\n    // TODO: bidding mechanism\n    if (m_toRecord[_name].owner == 0) {\n      m_toRecord[_name].owner = msg.sender;\n      Changed(_name);\n    }\n  }\n  /*\n  TODO\n  > 12 chars: free\n  <= 12 chars: auction:\n  1. new names are auctioned\n  - 7 day period to collect all bid bytes32es + deposits\n  - 1 day period to collect all bids to be considered (validity requires associated deposit to be >10% of bid)\n  - all valid bids are burnt except highest - difference between that and second highest is returned to winner\n  2. remember when last auctioned/renewed\n  3. anyone can force renewal process:\n  - 7 day period to collect all bid bytes32es + deposits\n  - 1 day period to collect all bids & full amounts - bids only uncovered if sufficiently high.\n  - 1% of winner burnt; original owner paid rest.\n  */\n  modifier onlyrecordowner(bytes32 _name) { if (m_toRecord[_name].owner == msg.sender) _ }\n  function transfer(bytes32 _name, address _newOwner) onlyrecordowner(_name) {\n    m_toRecord[_name].owner = _newOwner;\n    Changed(_name);\n  }\n  function disown(bytes32 _name) onlyrecordowner(_name) {\n    if (m_toName[m_toRecord[_name].primary] == _name)\n    {\n      PrimaryChanged(_name, m_toRecord[_name].primary);\n      m_toName[m_toRecord[_name].primary] = """";\n    }\n    delete m_toRecord[_name];\n    Changed(_name);\n  }\n  function setAddress(bytes32 _name, address _a, bool _primary) onlyrecordowner(_name) {\n    m_toRecord[_name].primary = _a;\n    if (_primary)\n    {\n      PrimaryChanged(_name, _a);\n      m_toName[_a] = _name;\n    }\n    Changed(_name);\n  }\n  function setSubRegistrar(bytes32 _name, address _registrar) onlyrecordowner(_name) {\n    m_toRecord[_name].subRegistrar = _registrar;\n    Changed(_name);\n  }\n  function setContent(bytes32 _name, bytes32 _content) onlyrecordowner(_name) {\n    m_toRecord[_name].content = _content;\n    Changed(_name);\n  }\n  function owner(bytes32 _name) constant returns (address) { return m_toRecord[_name].owner; }\n  function addr(bytes32 _name) constant returns (address) { return m_toRecord[_name].primary; }\n//  function subRegistrar(bytes32 _name) constant returns (address) { return m_toRecord[_name].subRegistrar; } // TODO: bring in on next iteration.\n  function register(bytes32 _name) constant returns (address) { return m_toRecord[_name].subRegistrar; }  // only possible for now\n  function content(bytes32 _name) constant returns (bytes32) { return m_toRecord[_name].content; }\n  function name(address _owner) constant returns (bytes32 o_name) { return m_toName[_owner]; }\n  mapping (address => bytes32) m_toName;\n  mapping (bytes32 => Record) m_toRecord;\n}",1,
63809,0x793ae8c1b1a160bfc07bfb0d04f85eab1a71f4f2,FALSE,FALSE,contract Faucet {\n    uint256 sendAmount;\n    mapping (address => uint) lastSent;\n    uint blockLimit;\n    function Faucet(){\n        \n	sendAmount = 10000000000000000;\n        blockLimit = 5760;\n    }\n	\n	function getWei() returns (bool){\n	    if(lastSent[msg.sender]<(block.number-blockLimit)&&address(this).balance>sendAmount){\n	        msg.sender.send(sendAmount);\n	        lastSent[msg.sender] = block.number;\n	        return true;\n	    } else {\n	        return false;\n	    }\n	}\n	\n},1,
63925,0xf30bf3dcb1fa1ce1427ae586c54a95fce48f7db2,FALSE,FALSE,"contract FirstCoin {\n    mapping (address => uint) public coinBalanceOf;\n\n    event CoinTransfer(address sender, address receiver, uint amount);\n\n    function FirstCoin(uint supply) {\n        coinBalanceOf[msg.sender] = 1000000;\n    }\n\n    function sendCoin(address receiver, uint amount) returns(bool sufficient) {\n        if (coinBalanceOf[msg.sender] < amount) {\n            return false;\n        }\n        coinBalanceOf[msg.sender] -= amount;\n        coinBalanceOf[receiver] += amount;\n        CoinTransfer(msg.sender, receiver, amount);\n        return true;\n    } \n}",1,
66126,0x5fe5b7546d1628f7348b023a0393de1fc825a4fd,FALSE,FALSE,"contract Roulette {\n    \n    // Global variables\n    string sWelcome;\n    /* Remark: \n     *  Private Seed for generateRand(), \n     *  since this is nowhere visibile, \n     *  it's very hard to guess.\n     */\n    uint privSeed; \n    struct Casino {\n        address addr;\n        uint balance;\n        uint bettingLimitMin;\n        uint bettingLimitMax;\n    }\n    Casino casino;\n\n    // Init Constructor\n    function Roulette() {\n        sWelcome = ""\n-----------------------------\n     Welcome to Roulette \n Got coins? Then come on in! \n-----------------------------\n"";\n        privSeed = 1;\n        casino.addr = msg.sender;\n        casino.balance = 0;\n        casino.bettingLimitMin = 1*10**18;\n        casino.bettingLimitMax = 10*10**18;\n    }\n    \n    function welcome() constant returns (string) {\n        return sWelcome;\n    }\n    function casinoBalance() constant returns (uint) {\n        return casino.balance;\n    }\n    function casinoDeposit() {\n        if (msg.sender == casino.addr)\n            casino.balance += msg.value;\n        else \n            msg.sender.send(msg.value);\n    }\n    function casinoWithdraw(uint amount) {\n        if (msg.sender == casino.addr && amount <= casino.balance) {\n            casino.balance -= amount;\n            casino.addr.send(amount);\n        }\n    }\n    \n    // Bet on Number\n    function betOnNumber(uint number) public returns (string) {\n        // Input Handling\n        address addr = msg.sender;\n        uint betSize = msg.value;\n        if (betSize < casino.bettingLimitMin || betSize > casino.bettingLimitMax) {\n            // Return Funds\n            if (betSize >= 1*10**18)\n                addr.send(betSize);\n            return ""Please choose an amount within between 1 and 10 ETH"";\n        }\n        if (betSize * 36 > casino.balance) {\n            // Return Funds\n            addr.send(betSize);\n            return ""Casino has insufficient funds for this bet amount"";\n        }\n        if (number < 0 || number > 36) {\n            // Return Funds\n            addr.send(betSize);\n            return ""Please choose a number between 0 and 36"";\n        }\n        // Roll the wheel\n        privSeed += 1;\n        uint rand = generateRand();\n        if (number == rand) {\n            // Winner winner chicken dinner!\n            uint winAmount = betSize * 36;\n            casino.balance -= (winAmount - betSize);\n            addr.send(winAmount);\n            return ""Winner winner chicken dinner!"";\n        }\n        else {\n            casino.balance += betSize;\n            return ""Wrong number."";\n        }\n    }\n    \n    // Bet on Color\n    function betOnColor(uint color) public returns (string) {\n        // Input Handling\n        address addr = msg.sender;\n        uint betSize = msg.value;\n        if (betSize < casino.bettingLimitMin || betSize > casino.bettingLimitMax) {\n            // Return Funds\n            if (betSize >= 1*10**18)\n                addr.send(betSize);\n            return ""Please choose an amount within between 1 and 10 ETH"";\n        }\n        if (betSize * 2 > casino.balance) {\n            // Return Funds\n            addr.send(betSize);\n            return ""Casino has insufficient funds for this bet amount"";\n        }\n        if (color != 0 && color != 1) {\n            // Return Funds\n            addr.send(betSize);\n            return ""Please choose either '0' = red or '1' = black as a color"";\n        }\n        // Roll the wheel\n        privSeed += 1;\n        uint rand = generateRand();\n        uint randC = (rand + 1) % 2;\n        // Win\n        if (rand != 0 && (randC == color)) {\n            uint winAmount = betSize * 2;\n            casino.balance -= (winAmount - betSize);\n            addr.send(winAmount);\n            return ""Win! Good job."";\n        }\n        else {\n            casino.balance += betSize;\n            return ""Wrong color."";           \n        }\n    }\n    \n    // Returns a pseudo Random number.\n    function generateRand() private returns (uint) { \n        // Seeds\n        privSeed = (privSeed*3 + 1) / 2;\n        privSeed = privSeed % 10**9;\n        uint number = block.number; // ~ 10**5 ; 60000\n        uint diff = block.difficulty; // ~ 2 Tera = 2*10**12; 1731430114620\n        uint time = block.timestamp; // ~ 2 Giga = 2*10**9; 1439147273\n        uint gas = block.gaslimit; // ~ 3 Mega = 3*10**6\n        // Rand Number in Percent\n        uint total = privSeed + number + diff + time + gas;\n        uint rand = total % 37;\n        return rand;\n    }\n\n    // Function to recover the funds on the contract\n    function kill() {\n        if (msg.sender == casino.addr) \n            suicide(casino.addr);\n    }\n}",1,
69100,0x0150c34b0f1fb58b755322e7dcfa42d2df390ad4,FALSE,FALSE,"contract FirstCoin {\n    mapping (address => uint) public coinBalanceOf;\n\n    event CoinTransfer(address sender, address receiver, uint amount);\n\n    function FirstCoin(uint supply) {\n        coinBalanceOf[msg.sender] = 1000000;\n    }\n\n    function sendCoin(address receiver, uint amount) returns(bool sufficient) {\n        if (coinBalanceOf[msg.sender] < amount) {\n            return false;\n        }\n        coinBalanceOf[msg.sender] -= amount;\n        coinBalanceOf[receiver] += amount;\n        CoinTransfer(msg.sender, receiver, amount);\n        return true;\n    } \n}",1,
69109,0x553c1c567401215c057a972aa823a516e5f1eb1a,FALSE,FALSE,"contract FirstCoin {\n    mapping (address => uint) public coinBalanceOf;\n\n    event CoinTransfer(address sender, address receiver, uint amount);\n\n    function FirstCoin(uint supply) {\n        coinBalanceOf[msg.sender] = 1000000;\n    }\n\n    function sendCoin(address receiver, uint amount) returns(bool sufficient) {\n        if (coinBalanceOf[msg.sender] < amount) {\n            return false;\n        }\n        coinBalanceOf[msg.sender] -= amount;\n        coinBalanceOf[receiver] += amount;\n        CoinTransfer(msg.sender, receiver, amount);\n        return true;\n    } \n}",1,
72085,0x012a5642306b0deb8d65f281d289998223dfb7c7,FALSE,FALSE,"contract FirstCoin {\n    mapping (address => uint) public coinBalanceOf;\n\n    event CoinTransfer(address sender, address receiver, uint amount);\n\n    function FirstCoin(uint supply) {\n        coinBalanceOf[msg.sender] = 1000000;\n    }\n\n    function sendCoin(address receiver, uint amount) returns(bool sufficient) {\n        if (coinBalanceOf[msg.sender] < amount) {\n            return false;\n        }\n        coinBalanceOf[msg.sender] -= amount;\n        coinBalanceOf[receiver] += amount;\n        CoinTransfer(msg.sender, receiver, amount);\n        return true;\n    } \n}",1,
74739,0x417705f7e5dba87c3db5ce00295027ae27bcae0f,FALSE,FALSE,contract echo {\n  /* Constructor */\n  function () {\n    msg.sender.send(msg.value);\n  }\n},1,
75008,0xd79b4c6791784184e2755b2fc1659eaab0f80456,FALSE,FALSE,"contract HonestDice {\n	\n	event Bet(address indexed user, uint blocknum, uint256 amount, uint chance);\n	event Won(address indexed user, uint256 amount, uint chance);\n	\n	struct Roll {\n		uint256 value;\n		uint chance;\n		uint blocknum;\n		bytes32 secretHash;\n		bytes32 serverSeed;\n	}\n	\n	uint betsLocked;\n	address owner;\n	address feed;				   \n	uint256 minimumBet = 1 * 1000000000000000000; // 1 Ether\n	uint256 constant maxPayout = 5; // 5% of bankroll\n	uint constant seedCost = 100000000000000000; // This is the cost of supplyin the server seed, deduct it;\n	mapping (address => Roll) rolls;\n	uint constant timeout = 20; // 5 Minutes\n	\n	function HonestDice() {\n		owner = msg.sender;\n		feed = msg.sender;\n	}\n	\n	function roll(uint chance, bytes32 secretHash) {\n		if (chance < 1 || chance > 255 || msg.value < minimumBet || calcWinnings(msg.value, chance) > getMaxPayout() || betsLocked != 0) { \n			msg.sender.send(msg.value); // Refund\n			return;\n		}\n		rolls[msg.sender] = Roll(msg.value, chance, block.number, secretHash, 0);\n		Bet(msg.sender, block.number, msg.value, chance);\n	}\n	\n	function serverSeed(address user, bytes32 seed) {\n		// The server calls this with a random seed\n		if (msg.sender != feed) return;\n		if (rolls[user].serverSeed != 0) return;\n		rolls[user].serverSeed = seed;\n	}\n	\n	function hashTo256(bytes32 hash) constant returns (uint _r) {\n		// Returns a number between 0 - 255 from a hash\n		return uint(hash) & 0xff;\n	}\n	\n	function hash(bytes32 input) constant returns (uint _r) {\n		// Simple sha3 hash. Not to be called via the blockchain\n		return uint(sha3(input));\n	}\n	\n	function isReady() constant returns (bool _r) {\n		return isReadyFor(msg.sender);\n	}\n	\n	function isReadyFor(address _user) constant returns (bool _r) {\n		Roll r = rolls[_user];\n		if (r.serverSeed == 0) return false;\n		return true;\n	}\n	\n	function getResult(bytes32 secret) constant returns (uint _r) {\n		// Get the result number of the roll\n		Roll r = rolls[msg.sender];\n		if (r.serverSeed == 0) return;\n		if (sha3(secret) != r.secretHash) return;\n		return hashTo256(sha3(secret, r.serverSeed));\n	}\n	\n	function didWin(bytes32 secret) constant returns (bool _r) {\n		// Returns if the player won or not\n		Roll r = rolls[msg.sender];\n		if (r.serverSeed == 0) return;\n		if (sha3(secret) != r.secretHash) return;\n		if (hashTo256(sha3(secret, r.serverSeed)) < r.chance) { // Winner\n			return true;\n		}\n		return false;\n	}\n	\n	function calcWinnings(uint256 value, uint chance) constant returns (uint256 _r) {\n		// 1% house edge\n		return (value * 99 / 100) * 256 / chance;\n	}\n	\n	function getMaxPayout() constant returns (uint256 _r) {\n		return this.balance * maxPayout / 100;\n	}\n	\n	function claim(bytes32 secret) {\n		Roll r = rolls[msg.sender];\n		if (r.serverSeed == 0) return;\n		if (sha3(secret) != r.secretHash) return;\n		if (hashTo256(sha3(secret, r.serverSeed)) < r.chance) { // Winner\n			msg.sender.send(calcWinnings(r.value, r.chance) - seedCost);\n			Won(msg.sender, r.value, r.chance);\n		}\n		\n		delete rolls[msg.sender];\n	}\n	\n	function canClaimTimeout() constant returns (bool _r) {\n		Roll r = rolls[msg.sender];\n		if (r.serverSeed != 0) return false;\n		if (r.value <= 0) return false;\n		if (block.number < r.blocknum + timeout) return false;\n		return true;\n	}\n	\n	function claimTimeout() {\n		// Get your monies back if the server isn't responding with a seed\n		if (!canClaimTimeout()) return;\n		Roll r = rolls[msg.sender];\n		msg.sender.send(r.value);\n		delete rolls[msg.sender];\n	}\n	\n	function getMinimumBet() constant returns (uint _r) {\n		return minimumBet;\n	}\n	\n	function getBankroll() constant returns (uint256 _r) {\n		return this.balance;\n	}\n	\n	function getBetsLocked() constant returns (uint _r) {\n		return betsLocked;\n	}\n	\n	function setFeed(address newFeed) {\n		if (msg.sender != owner) return;\n		feed = newFeed;\n	}\n	\n	function lockBetsForWithdraw() {\n		if (msg.sender != owner) return;\n		uint betsLocked = block.number;\n	}\n	\n	function unlockBets() {\n		if (msg.sender != owner) return;\n		uint betsLocked = 0;\n	}\n	\n	function withdraw(uint amount) {\n		if (msg.sender != owner) return;\n		if (betsLocked == 0 || block.number < betsLocked + 5760) return;\n		owner.send(amount);\n	}\n}",1,
88095,0x412c794424c331d8794edf9aa54b4fdaece5f4fd,FALSE,FALSE,"contract FirstCoin {\n    mapping (address => uint) public coinBalanceOf;\n\n    event CoinTransfer(address sender, address receiver, uint amount);\n\n    function FirstCoin(uint supply) {\n        coinBalanceOf[msg.sender] = 1000000;\n    }\n\n    function sendCoin(address receiver, uint amount) returns(bool sufficient) {\n        if (coinBalanceOf[msg.sender] < amount) {\n            return false;\n        }\n        coinBalanceOf[msg.sender] -= amount;\n        coinBalanceOf[receiver] += amount;\n        CoinTransfer(msg.sender, receiver, amount);\n        return true;\n    } \n}",1,
88206,0xe7ca5a8e75ef17f845c14a85c50e39b0dd30b8b7,FALSE,FALSE,"contract FirstCoin {\n    mapping (address => uint) public coinBalanceOf;\n\n    event CoinTransfer(address sender, address receiver, uint amount);\n\n    function FirstCoin(uint supply) {\n        coinBalanceOf[msg.sender] = 1000000;\n    }\n\n    function sendCoin(address receiver, uint amount) returns(bool sufficient) {\n        if (coinBalanceOf[msg.sender] < amount) {\n            return false;\n        }\n        coinBalanceOf[msg.sender] -= amount;\n        coinBalanceOf[receiver] += amount;\n        CoinTransfer(msg.sender, receiver, amount);\n        return true;\n    } \n}",1,
